	comment	label	label_id
	طعم عالی و حجم خوب برنج که نیاز نیست آدم خودشو با نون سیر کنه	HAPPY	0
	بازم سفارش رو جابه جا کردن	SAD	1
	سس سفید نذاشته بودن	HAPPY	0
	نان بسیار لذیذ و با کیفیتی بود و گرم و زود به دستمون رسید	HAPPY	0
	بسیار با کیفیت و داغ و سریع. ممنون	HAPPY	0
	خیلی خیلی چرب بود و ته دیگش بوی چربی میداد. خیلی بد مزه بود	SAD	1
	خوشمزه نبود، ضمنأ اسنپ فود عزیز لطفأ در قسمت فود پارتی پیتزای سبزیجات هم قرار بدین ممنون و اینکه دلیل این مالیات افزوده هم نفهمیدم تو سفارش‌های قبلی این مسئله نبود	SAD	1
	بستنی عروسکی بجای بیسکوئیت بستی گذاشته بودن و من اصلا دوست نداشتم و مجبور شدم بندازمش ن دور	SAD	1
	بسیار خشک و سفت بود. ته چین سوخته بود. برعکس پلو مرغ خوشمزه این رستوران، تهچینش خیلی بد بود	SAD	1
	با سپاس، سفارش گرم و حدودا ۴۰ دقیقه به دستم رسید کیفیت قابل قبولی داشت فقط فکر کنم قیمت گوجه خیلی تاثیر داشته‌ی اسلایس در کل ساندویچ؟!!!	HAPPY	0
	تنوع بالای اجناس، اجناس با کیفیت و تاریخ روز بودن محصولات لبنی و پروتئینی و …شدیدا توصیه میکنم	HAPPY	0
	غذا با تاخیر زیاد اومد چیپس و پنیر رو فراموش کرده بودن چیپس بزنن و فقط سس و پنیر ارسال کرده بودن واقعا اخرین بازی بود که اینجا سفارش دادم	SAD	1
	پیتزاهش فقط نون بود و پنیر …فقط	SAD	1
	بار دوم بود که سفارش دادم متاسفانه کاملا آب شده بود خیلی بد واقعا	SAD	1
	طعم و مزه عالی!	HAPPY	0
	پاستای مرغ خوردم طعم خوبی نداشت و مرغش کم بود	SAD	1
	عالیییییی عالیییییییییییییییییییییییی گرم گرمممممممممم:) D:	HAPPY	0
	دستتون دردنکنه. خیلی ممنون از اسنپ اکسپرس که تو این هوای بارونی سریع سفارش رو آورد. عالی …	HAPPY	0
	پیتزا‌ها رفته بودن گوشه‌ی جعبه و انگار رفته بودن زیر تریلی	SAD	1
	خیلی خوب بود من شخصا از بسته بندیش خیلی خوشم اومد غذا داغ داغ بود کاملا راضیم	HAPPY	0
	یک ساعت و نیم طول کشید تا رسید	HAPPY	0
	خوبه ولی دیر میرسیه	HAPPY	0
	چیزبرگر نسبتا سرد بود، تمام سس چسبیده بود به کاغذساندویچ. گوشت همبرگر به شدت مزه پیاز میداد.	SAD	1
	کالزونه به نسبت دفعه قبلی که خورده بودم به شدت افت کرده بود مزش! و مرغی که داخلش بود بوی به شدت نامطبوع و زهمی داشت که با کلی سس هم نتونستم بخورم و متاسفانه دور انداخته شد	SAD	1
	کیفیت برنج بد قرمه سبزی متوسط و قیمه بادنجون خوب بود	HAPPY	0
	من از یک رستوران زنجیره‌ای مثل شیلا توقع دارم که کیفیت غذاش تو همه شعب خوب باشه نه اینقدر متفاوت. چیکن استریپس سوخته و خشک با ساندویچی که مثلا قرار بوده ترکیبی از اسفناج داشته باشه. واقعا نا امید شدم.	SAD	1
	برنج ایرانی و جوجه زیاد خوب بود	HAPPY	0
	نوشابه رو نیاوردن اصلا	SAD	1
	غذا گرم و مناسب بود. سوخاری هم خوب بود ولی هات داگ ویژه انصافا هم کم حجم بود هم مزه هات داگ حس نمیشد اینقدر نازک و کچک بود. نکته خوبش نان نرم و خوشمزه ساندویچ بود.	HAPPY	0
	همه چیز عالی بود و این اضافه شدن تنوع خیلی خیلی عالی ترش کرده ممنون	HAPPY	0
	پپرونی اصلا پپرونی نبود، تند هم نبود، نا متوازن حرارت دیده بود پیتزا یه طرف سوخته بود و اصلا رازی نبودم	SAD	1
	به جای قیمه بادمجان قیمه سیب زمینی با ۴ عدد سیب زمینی خلالی بزرگ ارسال شد. برنج ایرانی نبود ترکیب هندی و ایرانی با حجم بیشتر هندی بود. قرمه سبزی بسیاااااار بد بود طعم ی سبزی سوخته خیلی بدی داشت و بسیار مونده بود	SAD	1
	برگر بسیار تازه و خوشمزه بود من کاملا راضی بودم۰ با تشکر از اسنپ فود، اسنپ باکس و برگراتور.	HAPPY	0
	بامیه بلند خیلی سفت بود طوریکه اصلا قابل جویدن نبود. ولی بامیه هندی خوشمزه بود	SAD	1
	دو تا کیک بیشتر اور ده بودن البته گفتن چک گنیم ولی خیلی دقت ریز مخواست زحمت ما میشه که پولش رو بدیم	HAPPY	0
	ممنون از پیگیریتون، ساندویچ مرغ پستو بسیار خوشمزس فقط نمکش خیلی زیاده.	HAPPY	0
	بسیار بسیار شور و غیر قابل خوردن بود.	SAD	1
	نان گرم و باکیفیت بود.	HAPPY	0
	نان کوچک بود ۵ دقیقه قبل از رسیدن پیک، پیام اومد که نان شما تحویل شده!!!!	SAD	1
	انگار روغن داشتی میخوردی، کنتاکی‌ها سوخته و …	SAD	1
	با سلام. در قسمت توضیحات کیک نوشته شده بود داخلش موز وگردو هست و به همین دلیل سفارش دادم ولی اصلا موجود نبود‌. ضمن اینکه بعد از اینکه سفارش داده شد و مبلغ واریز شد تماس گرفتن که ۲۰ تومان افزایش قیمت داره که مبلغ رو واریز کردم ولی متاسفانه کیک اون کیکی که مدنظر داشتم نبود‌.	SAD	1
	خیلی به موقع به دستم رسید و میوه‌های خیلی خوبی داشت با تشکر از میوه فروشی بهزاد	HAPPY	0
	اصلأ از رستوران ایتالیایى وان انتظار همچین پیتزایى نداشتم، بسیار بى کیفیت به هیچ عنوان پیشنهاد نمیکنم سفارش بدید.	SAD	1
	مثل همیشه خوب …نون‌ها تیکه شده و حتی زودتر از زمان مقرر رسیدن …ممنون	HAPPY	0
	متاسفانه کیفیت غذا، چه در مورد پیتزا و چه سیب زمینی سرخ کرده، مطلوب نبود و نسبت به گذشته افت داشت. در ضمن، سفارش به صورت نیمه سرد به دستمان رسید!	SAD	1
	خوش طعم و بسیار سنگین	HAPPY	0
	شیرینی‌تر کلا به هم ریخته بود و قابل خوردن نبود، مشخص بود که کاملا نامناسب توسط پیک حمل شده	SAD	1
	عالی. اسنپ با چه سرعتی آورد. ممنونم	HAPPY	0
	در یک کلام بگم فوق العاده بود ممنون از تیم میهمان و اپ اسنپ فود	HAPPY	0
	پیک به موقع بسیار عالی	HAPPY	0
	جوجه بسبار سفت بود و برنجش بیش از حد زیاد بود.	SAD	1
	تنوع محصولات این سوپرمارکت خیلی خوبه، ممنون که زود رسید	HAPPY	0
	داخل مرغ‌ها خوب نپخته بود دلیلش هم اینه که قسمت سینه مرغ مناسب مرغ سوخاری نیست چون گوشتش دیر پزه. اگر کسی سینه مرغ رو ترجیح بده خوب میتونه فیله سوخاری سفارش بده ولی پوره خیلی خوشمزه به هر حال من دیگه از این رستوران مرغ سوخاری سفارش نمیدم	SAD	1
	پیتزا مارگاریتای سیب حرف نداره. سیب زمینی پنیر هم عالی بود. مثل همیشه درجه ۱	HAPPY	0
	بسیار بسیار بی کیفیت بود.	SAD	1
	شیرینی ناپلئونی عالی بود. واقعا خوشمزه و لذیذ بود. پای سیب هم خیلی خوب و سبک و کم شکر بود.	HAPPY	0
	عالى ٢٥ دقیقه اى رسید	HAPPY	0
	باروژ داره افت می‌کنه نسبت به قبلش	HAPPY	0
	کباب شور، برنج نا مرغوب، با این قیمت انتظار برنج ایرانی میرود نه رشته هندی یا تایلندی!	SAD	1
	بد مزه بی کیفیت	SAD	1
	پیتزا کاملا سرد رسیددد	SAD	1
	متاسفانه کیفیتش مثل دفعه قبل نبود.	HAPPY	0
	پیک خیلی دیر تحویل داد و گم شده بود	HAPPY	0
	واقعأ عالیه، هم حجمش هم کیفیت غذا هم تایم غذا که به دستمون میرسه، ممنون	HAPPY	0
	معمولی بود و خوب	HAPPY	0
	سفارشهایی که داده بودم، مرتب و سالم (بستنی سالم بود و آب نشده بود و تاریخ مصرف محصول تازه بود) و با فاکتور فرستاده شده بود. ممنون.	HAPPY	0
	افتضاح بود کباب بی نهایت شور و بی کیفیت جوجه شم همین طور برنجشم ک ایرانی نبود سیب زمینی کنارشم مونده و تلخ بود	SAD	1
	پیراشکی مخصوص بیضی در تصویر حاوی دانه‌های رنگی بود که پسرم بخاطر آنها انتخابش کرد ولی متاسفانه وقتی بدستمون رسید خورد تو ذوقش.	SAD	1
	برای اولین سفارش راضی بودم. کیفیت نان خوب بود و خمیر یا سوخته نبود.	HAPPY	0
	بجای شیرینی Red Velvet شیرینی رولت فرستاده بودن البته من از مشتریان قدیمی این شیرینی فروشی دوست داشتنی هستم: -)	SAD	1
	بدنبود اما عالیم نبود، گوشتشم کم بود	HAPPY	0
	حجم غدا اصلا به پیتزا خانواده نمیخورد!!!	SAD	1
	کیفیت غذا خیلی کم شده پیتزا رست بیفش خیلی کم گوشت شده سالاد سزارش خیلی کم سس شده کلا اگر اینجور باشه دیگه سفارش نمیدم	SAD	1
	واقعا تاخیر نزدیک دو ساعت قابل توجیه نیست! هم یخ زده بود، هم کیفیت پایین بود … اصلا از این شعبه سیب راضى نبودم!	SAD	1
	دسر یخ زده بود و بدون بسته بندی مناسب توی یه باکس پلاستیکی رها شده بود و تقریبا هیچی داخل لیوانش نمونده بود، پیک هم گفت که خود شیرینی فروشی گفته که ایرادی نداره مشکلی پیش نمیاد چون یخ زدست	SAD	1
	چند روزه پیش ازتون همینو خرید کردم عالی بود ولی امشب زیاد جالب نبود لطفا کیفیت کارتونو حفظ کنید امیدوارم از این ب بعد همیشه اونجوری باشید ک همیشه بودید ممنونم	SAD	1
	پیتزا به خوبی همیشه نبود. اما پیک بسیار مودب و با شخصیت بود که همینجا ازشون تشکر می‌کنم	HAPPY	0
	یک نان که دور تا دور و حتی نیمی از وسط نان کاملا سوخته و سیاه بود، که متاسفانه مجبور شدم نصف آن نان را دور بریزم.	SAD	1
	محصولات شوینده رو با مواد غذایی داخل یک کیسه گذاشته بودن و این خیلی فاجعه است	SAD	1
	به نظر میا که در ماشروم برگر باید قارچ داشته باشه اما نبود … کیفیت گوشت خوب نبود و با توجه به شعار مهندسی غدا در این فست فود بسیار ضعیف بود مزه خاصی نداشت و نان هم خیلی شیرین بود.	SAD	1
	خوب بود ولی نونش سوخته بود و قابل خوردن در انتها نبود. با سپاس	HAPPY	0
	مرغ با اون همه رب روی برنج گذاشتن و ظرف جدا در نظر نگرفتن واسش، تمام غذا رو خراب میکنه و لااقل با سلیقه من همخون نیست.	SAD	1
	من نمی‌دونم کجا دنیا به مرغ سوخاری آبلیمو می‌زنن یا اگه می‌زنن چرا انقدر آبلیمو باید غالب باشه، مزه آبلیمو و بوی ابلیمو داشت بی کیفیت‌ترین مرغ سوخاری بود که خوردم	SAD	1
	در یک کلام بد مزه‌ترین فلافلی که تا حالا خوردم. کیفیتش هم پایین. تا شب سنگین بودم	SAD	1
	من فقط سینه می‌خواستم قسمت کتف باهاش بود ٣ تا تیکه کتف تو ١ بسته سینه که سفارش داده بودم	SAD	1
	شیرینی بسیار تازه و خوشمزه بودند و هزینه ارسال هم نسبت به قنادی‌های دیگه خیلی کمتر بود خیلی ممنونم بابت کیفیت بالا مشتری شدم	HAPPY	0
	با سلام شامپوی سبد خرید ۹۰۰ گرمی بوده با قیمت ۱۶ تومن ولی ارسالی شامپو ۴۰۰ گرمی با قیمت ۹ تومن بوده	SAD	1
	Took more than one hour to deliver- Fries were not delivered- When the Snapp Food support was called they said that the fries are being sent but they were never sent neither the money was returned-	SAD	1
	نارنجشون خیلی پلاسیده بود	HAPPY	0
	سس سالاد سزار یک سس معمولی بود نه سس سزار. ولی محتویات سالاد تازه بودند. برگر‌ها هم خوشمزه بودند ولی سس خیلی زیادی داشتند. بهتر بود سس کمتری میداشت، انقدر که سس‌های ارسال شده همراه غذا نیازی نبود. ولی در کل مواد غذا تازه و خوشمزه بود.	SAD	1
	خوشحالم که بالاخره یه فست فود نسبتا خوب اومد تو لیست این منطقه، من پپرونی سفارش دادم و خوشمزه بود، فقط سرد شده بود، با توجه به اینکه آدرس داخل محدوده بود باید یه فکری به حال روش ارسالشون بکنن، پیک هم مودب و خوش برخورد بودن، فقط وقتی پرداخت اینترنتی انجام میشه به اطلاع پیک هم برسونین، رو بسته بزنین پرداخت شد، ممنون	HAPPY	0
	اصلا خوب نبود هم بسته بندی نامناسب بود اصلا خوب نبود من خوشم نیومد ویتامینه کلا آب شده بود خامش پراکنده شده بود ریخته بود توی نایلون اصلا خوب نبود توصیه میکنم اگه این وضع باشه خرید نکنید. یاعلی	SAD	1
	با این که پیتزا میکس به عنوان پر طرفدارترین غذا ثبت شده اما مواد داخلش کیفیتش بسیار پایین بود، در کل پیتزا‌های ایتالیایی سیب بهتر آمریکایی هست فقط گاهی خمیرشون زیادی میپزه	SAD	1
	خیلی زود سفارشها اومد و برخورد پیک بسیار محترمانه و عالی بود	HAPPY	0
	کیفیت و تازگی مواد خیلی عالی بود	HAPPY	0
	سلام خسته نباشید پیتزا خوشمزه بود	HAPPY	0
	"به هیچ وجه کیفیت مثل همیشه نبود … لطفا"" پیگیری کنید"	SAD	1
	با عرض خسته نباشید …زرشک پلو خوب بود فقط یکمقدار سس مرغ بیشتر باشه بهتره و اینکه یکم سس مرغ طعم ببشتری داشته باشه …و سوپ برای سفارش اول نوشته بودن نیاوردن …در کل غذا عالی نبود بدم نبود	HAPPY	0
	تاخیر نزدیک به دوساعت، سرد بودن غذا در کنار کیفیت پایین غذا بخصوص قارچ‌های سوخته بدترین تجربه را در اسنپ فود رقم زد.	SAD	1
	سفارش ما بعد از یک ساعت و چهل و پنج دقیقه به دستمان رسید و غذاها کاملا سرد بودند طعم پیتزا هم خیلی معمولی و حتی رو به پایین	SAD	1
	سلام در تحویل غذا تاخیر پیش امد، به همین دلیل غذا کاملا سرد شده بود	SAD	1
	نان خیلی کوچیک بود و دیر رسید بهم	SAD	1
	تاخیر تاخیر تاخیر دوستان اگه خواستین از اینجا برای شام غذا سفارش بدین از ظهر سفارش بدین تا شاید شب به دستتون برسه همش تاخیر نمره صفر	SAD	1
	خیلی خشک بود برنج و سبزی که توی سفارش قبلی همراه غذا بود توی این سفارش نبود	SAD	1
	مقدار فیله داخل پاستا نسبت به کل غذا خیلی کم بود و باتوجه به کم بودن فاصله رستوران غذا سرد بود	HAPPY	0
	ممنون و سپاس گذارم در ضمن راننده خیلی انسان مودب و شریفی بود با تشکر از شما	HAPPY	0
	حجم غذا بینهایت کم بود	SAD	1
	بعد از یک ساعت و هفت دقیقه رسید!!!	SAD	1
	از تنوع محصولات شما ممنونم.	HAPPY	0
	راد عزیز، متأسفانه دقت قبل در ارسال سفارش دیده نمیشه و الان ۲ روز پشت سرهم سفارش برای من ناقص ارسال میشه. لطفا اگر اقلامی هم احینا دیگه موجود ندارین اعلام کنید شاید بخواهیم مورد دیگری جایگزین کنید و این منطقی هست که اعلام بشه و به مشتری احترام گذاشته بشه وگرنه خوب میشه از شعب دیگر هم سفارش داد.	SAD	1
	من طعم و مزه پیتزا رو دوست داشتم	HAPPY	0
	کیفیتش همیشه خوبه، سرعت ارسال خیلى سریع	HAPPY	0
	خیلی عالی سالاد خیلی خیلی لذیذ	HAPPY	0
	کیفیت بسیار افت کرده. اصلا راضی نبودم.	SAD	1
	یا تخفیف نزارین یا اگه با تخفیف از سرو ته غذا نزنید-اندازه کوبیده خیلی کوچک و خیلی بوی چربی میداد-جوجه‌ام که هیچ طعمی نداشت.	SAD	1
	بال‌ها بو می‌دادند نان إرسال نشده بود غذا سرد بود بسته بندی نامناسب بود	SAD	1
	کمی سرد شده بود	HAPPY	0
	پیتزا بیشتر طعم روغن سوخته میداد و اصلا اثری از سس پستو درونش نبود، در واقع طعم سبزیجات هم نداشت و این باعث شده بود مزه دلنشینی پیتزا نداشته باشه، خشکی پیتزا شاخصه اصلی بود که کیفیت رو تحت تاثیر قرار داده بود.. سالاد اما عالی بود	SAD	1
	تازه و ترد بود ممنون	HAPPY	0
	واقعا کیفیت و بسته بندی عالی بود ویه پاکت کوچیک هم بود که توش غذای پ-ن-ه بود برای پ-ن-ه‌های پشت پنجره که واقعا کار فوق العاده‌ای بود	HAPPY	0
	غذا خیلی خوش مزه بود من خیلی طعم غذا رو دوست داشتم برام پد الکلی و ضد عفونی کننده گذاشته بودن-رو فاکتورشون یه نوش جان نوشته بودن با علامت لبخند که خیلی جالب بود برام. حجم غذا خیلی بود به نظرم در کل که من مشتری ثابت شدم	HAPPY	0
	از زمان ثبت سفارش تا تحویل کلا ۱۵ دقیقه زمان برد، برنج قالبی با ته دیگ نبود، سیب زمینی کلا سرد بود، مرغ کوچک و صد در صد سرد بود، فقط برنج گرم بود، گذاشتم تو ماکرویو گرم شد	SAD	1
	اینقدر غذا دیر ارسال شد که تقریبا غذا یخ کرده بود و ارسال ۱ ساعت و ربع بعد از تایید سفارش به دست ما رسید.	SAD	1
	همه چى بد از سایز تا ارسال ١٤ تومن واسه یه غذایی که ٢ تومن توش مواد غذایی استفاده شده	SAD	1
	غذا گرم که هیچی داغ تحویل داده شد. متشکرم … پیتزا خوب بود ولی بنظرم کمی پنیرش زیاد بود و غذا رو چرب کرده بود. گرچه یه عده هم با پنیر فراوون دوس دارن! ولی خب قاعدتا هر چی کم چرب‌تر باشه غذا سالمتره. سیب زمینی هم خوب بود ولی حجمش با توجه به قیمت و رستورانهای مشابه کم بود. با تشکر …	HAPPY	0
	بندریش از همه غذا هاش بهتره البته اگه گرون‌تر نشه	HAPPY	0
	مدتها بود سفارش نداده بودم واقعا پشیمونم چیکن استریپس بی طمع‌ترین غذا بود ماشروم برگر سس بسیار بد طعم داشت و کلا برگر استفاده شده کیفیت بسیار پایین داشت سالاد سزار، واقعا این سالاد سزار بود؟؟؟؟ دوستان خوب برگر لند کاش مثل اسمربه کیفیت مثل روزای اول اهمیت بدید	SAD	1
	از برنج طارم دم سیاهی که در منو تبلیغش را کردند اصلا خبری نبود. پلو کیفیتش پایین بود. بعد از غذا دونفر از چهارنفر دل درد گرفتند	SAD	1
	خوب بود فقط نوشته بودن ته چین که همراه غذا نبود	HAPPY	0
	مرغ بد مزه بود و بوی بسیار بدی داشت.	SAD	1
	خیلی خوب مثل همیشه! من هیچ ایرادی ندیدم و تا الان پنجمین بار میشه که توی این یک ماه دارم سفارشش میدم پیشنهاد میکنم شده یکبارم شده امتحانش کنید (گرچه جیبم خالی شد دیگه)	HAPPY	0
	نان سیر عالی و بی نظیر است. طعم کلی پیتزا به طور کلی بسیار خوب است. اما انتقادی کوچک: خوردن لبه‌های پیتزا ایتالیایی بعضا چندان خوشایند نیست، چرا که خالی از مواد، لول شده و دارای طعم آرد سوخاری شده است. خدا قوت. موفق باشید.	HAPPY	0
	پیتزاش خوب بود نون سیرش معمولی که البته نسبت ب مبلغ قابل پیش بینی بود موهیتو هم خوب بود فقط سفارشمو خیلی دیر دیدن تا آماده کنن و ب دستم برسه یه مقدار تایم بالا رفت بسته بندی شونم خوب بود	HAPPY	0
	عالی بود خداییش. عطر و طعم قیمش خیلی خوب بود و بهم چسبید. برنجش هم خوب بود	HAPPY	0
	غذا کامل پخته و خوب بود اما هیچ مخلفاتی نداشت که اگر می‌داشت بهتر بود	HAPPY	0
	بیشتر از انتظار خوب بود پیتزا! لطفا عکسارو هم بروز کنید خود غذا از عکس خیلی بهتره	HAPPY	0
	غذا زودتر از تایم به دستم رسید مزه ش هم خوب بود بسته بندی عالی.	HAPPY	0
	کیفیت خیلی پایین‌.. مرغ خام.. بی نمک	SAD	1
	غذا مانده و سرد بود.	SAD	1
	دنیش توپی خوب بود تازه خوشمزه ولی پای آناناس کاملا مزه کهنه میداد که نخوردم	SAD	1
	پومودورو خیلی تند بود بروکلی‌های سان ست هم مزه‌اش رو جالب نکرده بود	HAPPY	0
	قیمت نسبت به کیفیت بالا بود. غذا تقریبا سرد بود. حجم غذا هم مناسب نبود	SAD	1
	برخورد پیک واقعا زشت و نامناسب بود امیدوارم پیگیری بشه.	SAD	1
	کیک یزدی خوب بود و لی دانمارکی خشک و توخالی بود.	SAD	1
	با اینکه ذکر شده بود نوشابه رو اشتباه آوردند ولی طعم غذا خوب وحجم آن قابل قبول بود	HAPPY	0
	مرغ و قارچ انقدر کم بود داخل غذا گه به راحتی قابل شمارش بود …۵ تا تیکه مرغ داشت ۴ تا تیکه قارچ …حجم غذا فوق العاده کم …ظرف غذا هم پلاستیک مشکی بود که وقتی غذای داغ داخلی بریزی بوی خیلی بدی میده …نوشابه هم فانتا سفارش داده بودم که کوکا ارسال شده بود …به صورت کلی واقعا بد بود …	SAD	1
	دوتا سفارش من داشتم که اصلا مغایرت نداشت با اون چیزی که خواسته بودم، و مقدارشم از وزن سفارش شده کمتر بود،	SAD	1
	بیشتر اوقات خوبه ولی این دفعه خیلی برشته است و من گفته بودم نرم و تازه باشه ولی اینطوری نبود	HAPPY	0
	بسیار عالی بود و جای تشکر داره، امیدوارم کیفیت همیشگی باشه.	HAPPY	0
	خیلی زود و سریع به دستم رسید از خوشمزگی غذا هم هرچی بگم‌ کم گفتم	HAPPY	0
	وزن با جعبه ۸۵۰ گرم بود واقعا باعث تأسف	SAD	1
	من قبلا این ساندویچ رو سفارش دادم اصلا کیفیت قبل رو نداشت ساندویچ هم گوجه هم نونش بی کیفیت بود	SAD	1
	مثل همیشه عالی عالی ممنون	HAPPY	0
	ارسال بسیار سریع. کیک تازه و خوشمزه. ۱۰۰٪ توصیه می‌کنم	HAPPY	0
	غذا سرد و رفتار بی ادبانه پیک مایه خجالت این مجموعه است امثال این رفتار	SAD	1
	هر دو‌ساندویچ‌برگر کاملا سرد و‌ماستیده تحویل شد. مسلما برای سفارشهای بعدی از اسنپ فود استفاده نخواهم کرد.	SAD	1
	غذا خوب اما تاخیر در تحویل برخلاف تایمر برنامه	HAPPY	0
	بعد از یک ساعت تاخیر به جای شکلات تلخ ۸۹ درصد شکلات ۷۷ درصد تحویل دادن	SAD	1
	غذا بعد از ۰۲:۳۰ تاخیر و پیگیری‌های زیاد من هم از اسنپ فود و هم از آلپارو رسید. من پیتزا سفارش دادم و پیتزا بد مزه بود و مزه آرد می‌داد و پیشنهاد می‌کنم از اینجا خرید نکنید.	SAD	1
	کوبیده‌اش سوخته بود و جوجه‌اش هنوز نپخته بود. کیفیتش اصلا خوب نبود بسته بندی هم خیلی ساده بود	SAD	1
	بسیار خوشمزه مواد تازه خیلی هم سریع رسید سالاد هاتون عااالیه فقط کاش غذا برای گیاهخوار‌ها هم‌ داشتید	HAPPY	0
	سریع رسید، ساندویچ‌ها هم گرم بودن و خوشمزه، محتویات داخل نون‌ها خیلی زیاد بودن و بنظرم یکیش برا دونفرم کافیه، ممنون.	HAPPY	0
	مملو از شکر بود	SAD	1
	خورشت قورمه سبزی بیش اندازه روغن داشت.	HAPPY	0
	عالی، ضمن اینکه هزینه پیک به سفارش تعلق نمیگیره	HAPPY	0
	شیک کیت کت کمی مزه موز می‌داد انگار قاطیش موز داشت، آب آلبالو زرشک هم که اصلا نه آب آلبالو داشت نه زرشک، بعد از خوردن این نوشیدنی زبونم رو نگاه کردم دیدم آبی شده!!!	SAD	1
	ممنون، هم به موقع اومد و هم سالم.	HAPPY	0
	خیلی خوب بود فقط نمیدونم چرا تو آب پرتقال و همینطور دفعه پیش که آب انبه گرفته بودم یه چیزای دونه مانند سیاهی تو آبمیوه بودش ولی تو آب هویج نبودن.	HAPPY	0
	واقعا خیلی بی کیفیت بود انقدر سیر داشت که نمیشد مزه دیگه‌ای غیر از سیر رو احساس کرد	SAD	1
	خیلی بد ارسال شده بود شرینی‌ها داغون شده بود با این که گفتم ولی باز تو سه تا جعبه‌ی جدا فرستادن مثل همیشه خوش مزه نبود	SAD	1
	از رستوران محترم و خوب قجری با غذاهای خوشمزه و با کیفیت و کمیتش واقعا این چلو لقمه بسیار بد عجیب بود. واقعا مواظب باشید که این غذا به اعتبارتون ضربه نزنه؛ اگر آشپزتون بلد نیست لقمه خوشمزه درست کنه و یا مواد خوبی برای این غذا استفاده نمی‌شه از منو حذفش کنید	HAPPY	0
	سرد بودن غذا به دلیل تاخیر در تحویل.	SAD	1
	بیشتر شببه سوپ قارچ‌بود تا پاستا مرغ	SAD	1
	چیکن برگر , مرغ چرخ شده بود	SAD	1
	همه چی اوکی بود سریع حاضر شد ولی کیسه رو خیلی محکم گره زده بودند	HAPPY	0
	ممنونم از اینکه به خواهش بنده در مورد طعم آب پرتقال توجه کردید درود	HAPPY	0
	سلام رضایت دارم. تشکر از زحماتتان	HAPPY	0
	متاسفانه همراه با سیب زمینی هیچگونه سس پنیری برام ارسال نشد. توقعش رو از چیز فود نداشتیم!!!	SAD	1
	خیلی خوشمزه بود. باز هم سفارش خواهم داد	HAPPY	0
	خیلی خوشحالم که در منطقه یک رستوران به این اندازه روی کیفیت و بسته بندی تمرکز داره ممنونم از هر لحاظ، کباب لقمه خیلی عالی، جوجه هم خوب، دمتون گرم	HAPPY	0
	تکه هایه جوجه بسیار بزرگ بود داخلش پخته نسده بود	SAD	1
	خیلی عالی بود تندیش به اندازه بود فقط یک کمی له شده بود در کل مرسی	HAPPY	0
	کباب ترکی گرم و خوشمزه بود در کل از سفارشم رضایت داشتم (فقط اگه قارچ‌ها رو خرد کنن بهتره، قارچ کامل داخل کباب ترکی رو دوست ندارم)	HAPPY	0
	پیک در خونه رو باز گذاشته	SAD	1
 دقیقه انتظار برای یه غذای ضعیف!	SAD	1
	اصن سفارش ندین خیلی کیفیت گوشت پایین بود	SAD	1
	نانها نسبتا گرم رسید که نشان میدهد مانده نبود و پیک هم در زمان کوتاهی سفارش را تحویل داد که جای تشکر ویژه دارد.	HAPPY	0
	ممنون از شما که چنین امکانی را فراهم نموده‌اید. سپاس	HAPPY	0
	ساندویچ خوبی بود ولی حجم پنیرش یک وضع وحشتناکی زیاد بود، خیلی زیاد بود. بعید میدونم کسی که پنیر زیاد هم دوست داشته باشه، این حجم رو بتونه بخوره. ای کاش پنیرش رو نصف یا یک سوم میکردند و جاش کالباسش رو بیشتر و برشته‌تر میکردند.	HAPPY	0
	شکلات نانی رو اشتباه فرستاده بودید، این مدل ساده‌ی نانی فرستاده شده هزار تومن ارزون ترم هست	SAD	1
	واقعا حیفه که رستورانی مثل سیب ۳۶۰ کیفیت غذاش انقدر پایین اومده. غذا له شده بود طمع هم بد بود	SAD	1
	عالی بود واقعا.. ممنون ازتون	HAPPY	0
	خیلی بد بود اینبار، نان تست و کروسان به شدت مانده و بد مزه	SAD	1
	خوب بود ولی عالی نبود. ‌. ‌. در کل ممنون	HAPPY	0
	برای یک پیتزا ببش از یک ساعت منتظر موندیم و در حالی که مسافت تا رستوران کم هست پیتزا تقریبا سرد شده بود اما طمعش فوق العاده بود	HAPPY	0
	خیلی خوب بود ممنون از زحماتتون	HAPPY	0
	حجم بسیار بالا کاهو فرق بین کالباسا نداشت اصلا کالباس اونی‌ نبود که سفارش داده بودیم. سس‌ نداشت کیفیت بسیار بسیار پایین.	SAD	1
	خیلی کیفیتاتون پایین اومده نمیدونم چرا شمارم چشم زدن بس که گفتن خوبید	SAD	1
	گوجه فرنگی گلخانه‌ای و سفید به جای گوجه فرنگی بوته‌ای ارسال شده که قابل استفاده نیست.	HAPPY	0
	مواد داخل ساندویچ نسبت به قبل کم شده بود کیفیت بسته بندی پایین و غذا سرد بود	SAD	1
	برنج کاملا خمیره لطفا پیگیری کنید	HAPPY	0
	همه چیز خوب بود ‌.. با تشکر	HAPPY	0
	مسیر ٥ دقیقه‌ای یکساعت معطل غذا موندیم اسنپ بجای اینکه سرعت بده بیشتر معطل میکنه	SAD	1
